genre,filename,rms,zcr,centroid,flux,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,energy_label
blues,blues.00090.wav,0.13184513,0.0581968562693348,1612.64563688574,1.519699,143.5546875,-177.56758,115.369,9.970585,54.043877,7.624312,28.312319,-9.054929,20.04951,-15.044513,6.2095737,-5.692567,1.383352,-5.8288145,High
blues,blues.00047.wav,0.11219959,0.0753237081883217,2013.0124617688696,1.0732969,151.99908088235293,-149.96422,93.663895,6.347334,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059248,-22.204636,5.426575,-7.464399,High
blues,blues.00053.wav,0.1682386,0.1328151434406419,2171.395742272048,1.4446157,103.359375,-76.74658,105.751114,-43.19778,60.959892,-8.785326,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,Medium
blues,blues.00052.wav,0.09884554,0.0671879531612529,1443.75011263222,1.364117,151.99908088235293,-225.26271,117.62647,-14.538812,64.79437,12.911807,19.036669,10.670199,9.886924,-2.3937404,11.683764,1.5412837,3.0635993,-7.6256156,High
blues,blues.00046.wav,0.10254586,0.0584578016241299,1913.013075046242,1.2494762,123.046875,-182.60481,90.67421,14.12465,67.553,2.6751463,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914,Medium
blues,blues.00091.wav,0.09936382,0.0360523763776102,991.4865889707814,1.5423404,63.02400914634146,-236.30539,161.68063,-1.1661628,27.27869,9.586513,20.620241,0.2274404,13.798597,-0.50903946,10.1752,-4.4575562,5.508708,-3.7265837,Low
blues,blues.00085.wav,0.15012378,0.0593916914394818,1311.9502871452892,1.4288797,143.5546875,-180.20891,131.43243,0.6007864,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164737,2.714974,0.7783587,High
blues,blues.00081.wav,0.24811445,0.127271093145785,2116.897366717261,1.3105857,103.359375,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939484,15.274643,-15.052192,12.273417,-15.240182,14.332184,-13.839795,Medium
blues,blues.00095.wav,0.18699834,0.057147032700116,1388.632893887334,1.3568949,135.99917763157896,-130.57875,139.96141,-1.2822771,39.30623,-6.344084,19.768293,-11.21256,27.240305,-16.548758,7.028904,-1.1964594,1.6060344,-6.6385455,High
blues,blues.00042.wav,0.110940404,0.097823919663573,2301.5769168965485,1.208952,89.10290948275862,-159.5804,69.806015,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805075,7.809358,-21.826738,9.69575,-2.5847607,Low
blues,blues.00056.wav,0.13775411,0.0755030845175947,1811.548598081515,1.2095096,161.4990234375,-145.29242,102.850784,-12.567545,56.993618,2.2211058,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477943,High
blues,blues.00057.wav,0.17591807,0.0899396691318638,1886.9577813534863,1.5040896,92.28515625,-92.73328,115.32343,-35.068222,57.875343,1.8522309,26.613142,-14.536866,22.12833,-8.207463,11.016058,-5.6494255,7.2786427,-10.204165,Medium
blues,blues.00043.wav,0.12730543,0.0871746302204176,2155.845202161907,1.3094105,129.19921875,-109.14071,100.61966,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,Medium
blues,blues.00094.wav,0.14094436,0.0508790573037509,1239.6334480091225,1.2392809,103.359375,-206.24908,126.61618,10.596903,43.210163,12.49674,19.42537,0.3583888,12.735203,-4.57919,4.0611596,-4.404285,3.6691213,-1.455245,Low
blues,blues.00080.wav,0.24235758,0.0940392679331013,1827.2572927983213,1.4843853,117.45383522727272,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,High
blues,blues.00096.wav,0.051363207,0.0482930170872003,1132.1718112407823,1.1093254,143.5546875,-314.57837,139.9112,11.90393,30.14179,-7.5424266,14.91705,-2.701583,6.727816,-6.366219,2.8079295,-11.728743,2.0779724,-11.439269,Medium
blues,blues.00082.wav,0.25124043,0.1051251027165506,2141.5407737603605,1.4554999,123.046875,-29.367115,108.66699,-25.570349,38.4609,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263,High
blues,blues.00069.wav,0.11649022,0.1251287733226991,2371.309053062197,1.2658001,78.30255681818181,-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102541,-17.818922,6.11786,-19.995438,6.80034,-19.33321,Low
blues,blues.00055.wav,0.15766303,0.1131192448520881,2031.993384922239,1.3878078,135.99917763157896,-98.7711,104.79963,-35.097168,60.695198,-2.8405917,22.229467,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,High
blues,blues.00041.wav,0.12910546,0.1022607459638437,2390.4218136181976,1.2478937,129.19921875,-107.203255,88.4929,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,Medium
blues,blues.00040.wav,0.13481365,0.0976430327967904,2272.4696393575077,1.4289005,172.265625,-110.285034,90.71587,-2.5352983,74.0649,-11.763082,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.9571958,-8.026906,High
blues,blues.00054.wav,0.20083979,0.1033989359773781,2030.617038436817,1.4016066,89.10290948275862,-57.94168,109.0066,-36.21867,64.044914,1.4201586,26.318415,-17.484888,20.425648,-9.55073,18.168362,-6.0649824,13.874468,-11.295739,Medium
blues,blues.00068.wav,0.103048205,0.1351073841115622,2513.3453575324424,1.3597847,161.4990234375,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.70729,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,High
blues,blues.00083.wav,0.25113833,0.117950321442382,2315.021164983006,1.4703064,135.99917763157896,-19.882248,98.88733,-24.475315,49.579945,-16.198494,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668755,-10.89321,High
blues,blues.00097.wav,0.19822708,0.04461485825116,1236.310511771213,1.6148839,117.45383522727272,-148.64699,145.77013,-9.366609,48.437965,10.546017,18.008686,-2.6387384,16.953346,-11.500734,8.725779,-8.186317,3.2097275,-0.681634,High
blues,blues.00033.wav,0.13316597,0.0419736834155065,1430.6028402421157,1.3737781,151.99908088235293,-238.96988,108.68232,34.158817,30.20716,-0.4982214,27.279755,-21.37793,14.166391,-24.509222,-1.8904005,-28.051817,-11.257109,-16.457558,High
blues,blues.00027.wav,0.09575479,0.0724144129447022,1392.026357292707,1.3226612,92.28515625,-228.20984,130.32317,-23.311424,70.20095,1.1310548,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.26046434,Low
blues,blues.00026.wav,0.07705383,0.0519726864607501,1198.8570176825056,1.434356,83.35433467741936,-284.64056,108.80131,9.0853195,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.0033669882,2.2484956,4.1991253,-3.2830641,1.6176828,Low
blues,blues.00032.wav,0.10122466,0.0393883984677107,1309.7746510229815,1.1749363,143.5546875,-288.7327,105.90115,18.776207,23.682644,5.6820407,25.54894,-13.463248,12.437668,-11.963671,1.5746145,-15.640524,-6.632071,-11.693039,High
blues,blues.00024.wav,0.08692267,0.0472760477088167,1120.1665687071643,1.6092191,103.359375,-274.37683,130.40738,-6.357467,70.38822,13.269664,9.472181,7.7330894,-1.2365491,-0.5709878,-2.2971628,3.7794154,0.085482076,-0.93685687,Low
blues,blues.00030.wav,0.17000204,0.0393661180394431,1379.023679753136,1.3657365,151.99908088235293,-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867395,-21.973022,17.844067,-25.595348,2.1395235,-17.782476,-8.011028,-17.610441,High
blues,blues.00018.wav,0.07967066,0.0561417699874323,1537.4913865266892,1.2209569,83.35433467741936,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.8982278,Low
blues,blues.00019.wav,0.09761591,0.0588860390081206,1195.4981309471511,1.5637485,123.046875,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887807,0.48740575,-3.788342,-14.984866,10.428946,-0.3413845,0.78335893,1.7809836,Low
blues,blues.00031.wav,0.15147567,0.0429472248404872,1330.6062681557464,1.3493701,151.99908088235293,-221.87302,110.8554,18.636082,30.922962,3.296436,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.047178,-12.667626,High
blues,blues.00025.wav,0.0891659,0.0516973909996133,1109.3207630441668,1.472139,92.28515625,-249.31532,131.00032,0.67786986,66.70416,17.911272,4.623277,6.603809,1.2421156,1.4099407,-1.5849273,-0.97253853,-3.5726156,-2.9297993,Low
blues,blues.00009.wav,0.08128055,0.0791748235692188,1817.2305900912736,1.2483472,80.74951171875,-213.26424,115.16476,-11.69817,39.015358,-20.34833,13.082702,-9.182701,9.017152,-14.104312,4.271254,-6.0507803,3.7858355,0.22263548,Low
blues,blues.00021.wav,0.1010843,0.0479074523878576,1046.7751266104494,1.4756387,99.38401442307692,-264.67126,138.85434,11.167329,48.523926,14.90431,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.5066409,1.8969209,Low
blues,blues.00035.wav,0.1732646,0.0454199747438128,1507.157985049932,1.3045759,129.19921875,-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342922,1.3107386,-20.765268,-4.991692,-17.108126,High
blues,blues.00034.wav,0.13590334,0.0457024452581206,1537.0761619483749,1.5123172,184.5703125,-217.18364,105.78522,15.602848,25.24884,-1.4500508,30.19327,-17.716621,17.31904,-27.213608,4.338282,-20.057299,-10.700285,-14.228785,High
blues,blues.00020.wav,0.07542555,0.0525863423240525,1390.3828142454297,1.3945771,135.99917763157896,-230.36378,127.07773,7.114696,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571108,2.5798485,-4.3167143,Medium
blues,blues.00008.wav,0.14232728,0.0640248876160092,1719.4633657271263,1.4527974,83.35433467741936,-121.38979,122.49833,-14.734729,46.12214,-8.179258,20.172466,-19.171894,23.036839,-11.832729,21.154655,-6.7227974,6.989506,-12.730551,Low
blues,blues.00036.wav,0.19766894,0.0369073406080819,1247.580047944783,1.4615685,151.99908088235293,-200.18538,116.348595,17.990738,25.287697,0.28717074,24.193771,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,High
blues,blues.00022.wav,0.113379315,0.0585699590342227,1155.8692567088574,1.5292397,95.703125,-233.96312,136.14453,3.306636,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483555,16.860369,5.134752,-2.2307272,3.9538214,Low
blues,blues.00023.wav,0.1019351,0.0524670098607888,1210.1413910383174,1.4347608,184.5703125,-227.2558,137.76518,-14.502318,63.57536,5.6017485,11.988768,1.8891491,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,High
blues,blues.00037.wav,0.06915838,0.0481638661301237,1188.473207813864,1.4866233,123.046875,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.44259906,-12.386709,-8.909131,-9.215009,Low
blues,blues.00012.wav,0.118989594,0.069095006767208,1360.6856016703396,1.5182763,184.5703125,-207.2383,132.82741,-15.45408,60.980972,0.7190263,12.4613285,1.1633853,-1.5329195,-17.895847,8.360363,-2.4596508,-0.5846391,0.3722645,High
blues,blues.00006.wav,0.14175196,0.0730522374081593,1459.469690811473,1.6381124,71.77734375,-190.0688,130.27023,-36.362114,33.03621,11.093892,-0.5918818,-20.890266,0.27844238,-6.496385,-5.5127354,-7.847404,-3.1243007,-6.6028214,Low
blues,blues.00007.wav,0.13176751,0.0614422461088553,1451.8594137957505,1.5435379,92.28515625,-179.3723,136.44833,-26.662588,39.96545,5.3108945,10.919133,-20.559534,8.50336,-11.349764,-3.4705548,-8.415842,-6.957211,-3.5460427,Low
blues,blues.00013.wav,0.113129914,0.0514017032820959,1324.5278252945684,1.3763235,107.666015625,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159419,6.7262187,-21.543222,10.720835,-5.5328465,-2.1957276,-3.0491858,Medium
blues,blues.00005.wav,0.103452876,0.0940415337393658,1832.0115969728529,1.5195411,69.83741554054055,-177.80174,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852887,-8.580818,-0.9328852,-11.772245,-2.408764,-9.348446,Low
blues,blues.00011.wav,0.06570574,0.0439305847592807,1352.742709723767,1.4497986,161.4990234375,-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.78433144,6.57608,-4.8758154,-3.176761,-5.538258,Medium
blues,blues.00039.wav,0.08582264,0.0353208985885537,1151.3104957885105,1.1772795,117.45383522727272,-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.482753,-17.077759,-8.343712,-17.010782,-10.576027,-15.687029,Low
blues,blues.00038.wav,0.16801718,0.0443731722496133,1514.1569585845884,1.3932029,86.1328125,-192.69032,111.157486,21.351843,26.396648,-0.6495014,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530744,-17.632252,Medium
blues,blues.00010.wav,0.14278811,0.0629588257685614,1410.0234234402592,1.890094,161.4990234375,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769507,-1.178381,-1.9682406,1.8011796,-3.0069501,High
blues,blues.00004.wav,0.09150122,0.1014605387180974,1835.128512772569,1.6452925,135.99917763157896,-160.35417,126.209496,-35.581394,22.139256,-32.47355,10.850701,-23.35007,0.4932491,-11.796538,1.2035191,-13.084959,-2.8104992,-6.9344707,Medium
blues,blues.00028.wav,0.099547915,0.0480199874323279,1115.5894796268246,1.5134022,103.359375,-248.98882,139.05774,-16.27087,57.13715,20.188507,10.186957,4.5429106,0.3310717,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.9046587,Low
blues,blues.00000.wav,0.13018432,0.0830448206689868,1784.12264127531,1.3917768,123.046875,-113.59882,121.57067,-19.162262,42.36394,-6.362266,18.621931,-13.699734,15.339802,-12.274304,10.970945,-8.326061,8.802088,-3.6699412,Medium
blues,blues.00014.wav,0.066998236,0.0450366758507347,1171.9674319304547,1.38883,151.99908088235293,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631137,-7.021587,13.646477,8.91421,1.3037987,5.9549794,Medium
blues,blues.00015.wav,0.0806058,0.063701254954563,1420.438571434397,1.4591553,103.359375,-238.51962,120.10219,-4.221948,42.29459,5.923822,13.911398,5.350524,1.8952672,-16.92809,12.343145,3.9388995,-1.396683,0.013027689,Low
blues,blues.00001.wav,0.09590782,0.0560398087055297,1530.2617669893775,1.4452636,67.99958881578948,-207.52383,123.98514,8.947019,35.86715,2.9095948,21.519474,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.2344918,Low
blues,blues.00029.wav,0.124684155,0.0528948696104021,1648.8848322083286,1.5414484,129.19921875,-233.72897,101.19027,17.647955,23.734173,2.0825465,25.936398,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.0679264,Medium
blues,blues.00017.wav,0.09327623,0.0483262489124129,1089.005343504152,1.5880096,172.265625,-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,Medium
blues,blues.00003.wav,0.14104027,0.0333088626256767,1070.1534175250663,1.2481678,63.02400914634146,-199.57513,150.0861,5.663404,26.855282,1.7700713,14.232647,-4.8278446,9.286853,-0.75612015,8.134435,-3.200026,6.078081,-2.478445,Low
blues,blues.00002.wav,0.17547321,0.0762912074632637,1552.8324814348227,1.6386017,161.4990234375,-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714756,-13.125314,5.791247,-8.901967,High
blues,blues.00016.wav,0.081422575,0.0613440611707269,1455.0726339658972,1.4060903,198.76802884615384,-233.77281,120.66434,-3.164092,39.514828,3.8315244,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461251,2.5500886,-1.2302392,Medium
blues,blues.00071.wav,0.12049756,0.1346413832898298,2429.004094087016,1.2385522,73.828125,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617381,-14.972617,10.598986,-18.020245,Low
blues,blues.00065.wav,0.10029806,0.1462819629737045,2816.3627737389425,1.3107945,107.666015625,-118.35662,74.87531,-19.86609,46.944565,-32.55983,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513,Medium
blues,blues.00059.wav,0.169917,0.1422416527697216,2235.572388922088,1.4260013,107.666015625,-86.268684,91.95878,-23.415852,68.26197,-3.8848531,22.747065,-9.897946,16.88897,-11.390699,18.429132,-7.012551,10.759532,-11.943846,High
blues,blues.00058.wav,0.16190661,0.1043517075116009,2068.33217151328,1.4011854,107.666015625,-95.44059,105.23433,-26.953482,60.816494,-4.854668,21.54347,-13.520524,12.135531,-20.231928,12.156194,-5.2262135,10.267819,-9.4598,High
blues,blues.00064.wav,0.11737103,0.1468329315303557,2553.3610730069104,1.272361,78.30255681818181,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660772,-14.823983,11.181689,-14.806866,8.475102,-19.587511,Low
blues,blues.00070.wav,0.10609345,0.0983476985450502,2159.398277499849,1.6748836,143.5546875,-133.04897,105.73891,-22.158222,41.830692,-26.992502,19.118572,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,High
blues,blues.00099.wav,0.1049854,0.0747685856535189,1538.5123663814206,1.1246185,92.28515625,-177.25548,136.23471,-26.89329,36.36897,-18.752977,20.8976,-1.7674743,3.0104692,-5.596907,5.6413455,-8.101526,5.6564813,-10.778819,Low
blues,blues.00066.wav,0.11043558,0.1217916183294663,2340.7341614757443,1.5081029,161.4990234375,-116.60201,97.43107,-13.891732,48.96764,-22.596458,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,High
blues,blues.00072.wav,0.10386268,0.1291906086861949,2594.754688044523,1.0659088,103.359375,-118.70432,87.64562,6.5529914,45.102318,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,Low
blues,blues.00073.wav,0.2596437,0.1005402437403325,2094.777792927683,1.2670364,99.38401442307692,-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,Medium
blues,blues.00067.wav,0.12903984,0.1127057352088167,2258.1151497203095,1.3794506,161.4990234375,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.799491,13.443616,-14.068502,7.7323503,-19.215456,High
blues,blues.00098.wav,0.12535533,0.1284323188563418,2310.352908011415,1.3282219,123.046875,-90.67999,100.10962,-23.938423,52.602547,-20.93744,31.501324,-11.228661,20.089375,-10.90247,17.561745,-14.096043,12.994767,-11.434561,Medium
blues,blues.00088.wav,0.14199714,0.032053605955143,1006.8718290855192,1.5151746,172.265625,-194.2843,151.84703,-1.1988219,39.18811,16.589046,18.247795,-1.397014,14.86903,-11.620167,2.4414866,-5.0819397,3.9376056,-0.8988039,High
blues,blues.00063.wav,0.0962278,0.1544105429476024,2839.886864702612,1.3265237,92.28515625,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018093,Low
blues,blues.00077.wav,0.24307846,0.1115339357356921,2207.1391896914824,1.5242172,99.38401442307692,-28.989244,104.531006,-30.983423,38.162056,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,Medium
blues,blues.00076.wav,0.2188772,0.1364717771171693,2645.7246950388817,1.2892345,117.45383522727272,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,High
blues,blues.00062.wav,0.10622777,0.1171418062403325,2280.154186884487,1.4642825,112.34714673913044,-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,Medium
blues,blues.00089.wav,0.05275917,0.0256481716453982,798.6570144423484,1.0904188,107.666015625,-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330265,5.4127927,1.650389,-2.3577814,3.2000823,Low
blues,blues.00048.wav,0.123896696,0.0987668727039829,2148.1291040350216,1.2426265,123.046875,-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524565,-13.328021,16.005512,-18.926495,7.8249483,-7.797836,Medium
blues,blues.00074.wav,0.19693075,0.1208902050705723,2515.4635686314255,1.4186901,112.34714673913044,-56.0053,87.851326,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,High
blues,blues.00060.wav,0.19617338,0.0974228719547563,1946.448570450021,1.3487252,151.99908088235293,-67.761024,111.7113,-34.646255,61.319546,0.044202056,30.56148,-12.693843,21.164927,-13.122508,16.284252,-6.3370166,12.300311,-12.475308,High
blues,blues.00061.wav,0.14166255,0.1675337151972157,2503.937744869009,1.3362774,129.19921875,-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.577274,-20.303492,25.112028,-15.370209,11.353974,-13.391487,8.147321,-8.500548,Medium
blues,blues.00075.wav,0.19198641,0.1085094620069605,2224.014584740541,1.7864436,117.45383522727272,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053954,12.179845,-6.099601,High
blues,blues.00049.wav,0.08853809,0.0399612698182521,1318.611850855382,1.1152009,123.046875,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435256,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,Low
classical,classical.00079.wav,0.018832877,0.0520882425802397,790.5070052979679,0.8847035,143.5546875,-437.6044,170.93153,7.4195814,-3.0834727,0.789382,-11.128749,-12.52278,-6.907836,-5.858702,-8.461237,-8.481487,-8.339388,-7.378575,Medium
classical,classical.00045.wav,0.13830632,0.062261493389423,1176.944993897445,1.1061448,184.5703125,-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.605034,-7.78757,High
classical,classical.00051.wav,0.08052824,0.0601050787296826,1527.645526264714,0.9830274,135.99917763157896,-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.793946,6.192378,0.9515957,5.915187,-1.1755239,3.5739167,-2.0996544,Medium
classical,classical.00086.wav,0.03149893,0.0768346233323665,1356.2906973182814,1.2653595,99.38401442307692,-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.989011,-9.791544,-8.29952,-4.2436934,-2.8717248,-5.970813,-4.0241084,Low
classical,classical.00092.wav,0.08412108,0.130968133700696,1807.9280823768647,1.0087476,95.703125,-299.6929,103.639175,-27.674162,51.015625,12.293651,16.498365,-10.951071,-0.887635,3.8555367,12.946044,-12.410851,2.478124,5.183284,Low
classical,classical.00093.wav,0.08244843,0.1082496495552977,1623.7580253062429,1.2529572,135.99917763157896,-207.42522,117.61352,-41.420906,13.249367,-1.6709114,15.538313,-10.338402,-1.8724031,-12.771744,6.9996586,-0.7737135,2.0700433,-8.253666,Medium
classical,classical.00087.wav,0.021454155,0.0510448387954369,877.3225402716957,0.78246695,123.046875,-392.925,190.73505,-13.30989,8.256798,1.5560122,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.071728,-4.8217816,Low
classical,classical.00050.wav,0.00796935,0.0494870969885924,1170.256219376788,0.82766724,107.666015625,-449.5513,151.49677,-12.753423,44.259808,6.2501945,4.0544987,-1.4762168,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531812,0.13567714,Low
classical,classical.00044.wav,0.017921153,0.0717101248308198,1181.884073002171,0.95586604,80.74951171875,-402.20825,153.97675,-15.228629,15.294281,-3.0716233,-3.1837268,-9.759971,-17.305773,-12.305009,-7.9180746,-7.099395,-0.29572085,1.5226651,Low
classical,classical.00078.wav,0.006627279,0.0412818572360788,715.8536806386742,0.69410765,67.99958881578948,-552.1586,173.31636,26.347733,14.1246195,7.2601404,-7.080264,-5.8543334,-10.337285,-11.018615,-9.1995945,-8.825932,-4.930786,-3.6539578,Low
